CID,CHEMBL2363273,CHEMBL3888267,CHEMBL3706312,CHEMBL830838,count_Zscore>3.0,min_Zscore,mean_Zscore,max_Zscore
CHEMBL283595,6.007,-0.506,-2.417,1.894,1.0,-2.42,1.24,6.01
CHEMBL3907531,3.363,0.542,0.829,0.241,1.0,0.24,1.24,3.36
CHEMBL3922413,3.404,1.267,0.988,-0.683,1.0,-0.68,1.24,3.4
CHEMBL3956512,3.404,1.267,0.988,-0.683,1.0,-0.68,1.24,3.4
CHEMBL3986082,1.201,3.468,0.995,-0.686,1.0,-0.69,1.24,3.47
CHEMBL410413,3.136,1.071,1.147,-0.38,1.0,-0.38,1.24,3.14
CHEMBL562791,-0.793,3.278,1.067,1.424,1.0,-0.79,1.24,3.28
CHEMBL1376125,-0.208,1.256,3.005,0.918,1.0,-0.21,1.24,3.0
CHEMBL150382,0.099,0.964,-1.275,5.182,1.0,-1.27,1.24,5.18
CHEMBL210740,0.47,1.735,3.293,-0.526,1.0,-0.53,1.24,3.29
CHEMBL233495,0.286,3.106,0.006,1.575,1.0,0.01,1.24,3.11
CHEMBL3214509,-0.003,2.578,3.385,-0.987,1.0,-0.99,1.24,3.38
CHEMBL3818647,3.483,-0.189,0.853,0.823,1.0,-0.19,1.24,3.48
CHEMBL3818786,3.483,-0.189,0.853,0.823,1.0,-0.19,1.24,3.48
CHEMBL4460374,4.345,2.205,0.979,-2.558,1.0,-2.56,1.24,4.34
CHEMBL1288739,3.738,1.111,0.77,-0.65,1.0,-0.65,1.24,3.74
CHEMBL1424543,-0.451,3.143,2.367,-0.091,1.0,-0.45,1.24,3.14
CHEMBL2376955,3.765,1.885,0.966,-1.649,1.0,-1.65,1.24,3.76
CHEMBL238931,-0.074,0.993,3.093,0.957,1.0,-0.07,1.24,3.09
CHEMBL269118,3.515,1.76,0.805,-1.111,1.0,-1.11,1.24,3.52
CHEMBL3938731,-0.044,4.028,1.057,-0.072,1.0,-0.07,1.24,4.03
CHEMBL3982329,-0.9,5.894,-0.356,0.328,1.0,-0.9,1.24,5.89
CHEMBL4072399,0.046,4.299,0.134,0.489,1.0,0.05,1.24,4.3
CHEMBL4086457,0.401,0.898,3.151,0.517,1.0,0.4,1.24,3.15
CHEMBL508545,3.198,0.403,0.726,0.642,1.0,0.4,1.24,3.2
CHEMBL524689,5.592,2.354,-0.245,-2.732,1.0,-2.73,1.24,5.59
CHEMBL1086435,3.35,-0.073,1.863,-0.177,1.0,-0.18,1.24,3.35
CHEMBL1568460,-1.616,3.706,2.375,0.499,1.0,-1.62,1.24,3.71
CHEMBL175513,4.527,1.425,-1.627,0.639,1.0,-1.63,1.24,4.53
CHEMBL3393877,3.727,1.44,1.353,-1.556,1.0,-1.56,1.24,3.73
CHEMBL3897824,3.271,0.45,1.172,0.072,1.0,0.07,1.24,3.27
CHEMBL3900067,-0.095,3.577,1.268,0.214,1.0,-0.1,1.24,3.58
CHEMBL3949349,1.132,3.189,0.15,0.494,1.0,0.15,1.24,3.19
CHEMBL4528460,-0.181,3.152,0.721,1.271,1.0,-0.18,1.24,3.15
CHEMBL1083537,3.469,0.063,1.531,-0.102,1.0,-0.1,1.24,3.47
CHEMBL1171136,0.841,3.185,-0.011,0.944,1.0,-0.01,1.24,3.18
CHEMBL1571466,-0.597,3.304,1.756,0.499,1.0,-0.6,1.24,3.3
CHEMBL1579196,-0.69,1.862,3.338,0.448,1.0,-0.69,1.24,3.34
CHEMBL1864196,1.244,3.163,0.766,-0.213,1.0,-0.21,1.24,3.16
CHEMBL1875931,0.966,-0.301,3.029,1.267,1.0,-0.3,1.24,3.03
CHEMBL252810,0.157,3.51,1.889,-0.597,1.0,-0.6,1.24,3.51
CHEMBL3451658,-1.129,3.796,1.863,0.431,1.0,-1.13,1.24,3.8
CHEMBL354055,6.038,-1.041,-2.634,2.596,1.0,-2.63,1.24,6.04
CHEMBL3735349,0.233,3.104,1.751,-0.128,1.0,-0.13,1.24,3.1
