CID,CHEMBL2363273,CHEMBL3888267,CHEMBL3706312,CHEMBL830838,count_Zscore>3.0,min_Zscore,mean_Zscore,max_Zscore
CHEMBL475230,-0.537,3.596,0.698,-0.849,1.0,-0.85,0.73,3.6
CHEMBL475231,-0.537,3.596,0.698,-0.849,1.0,-0.85,0.73,3.6
CHEMBL508757,7.024,-0.45,-0.873,-2.795,1.0,-2.8,0.73,7.02
CHEMBL1076649,3.268,1.118,0.22,-1.704,1.0,-1.7,0.73,3.27
CHEMBL1160233,0.217,-0.985,3.162,0.508,1.0,-0.98,0.73,3.16
CHEMBL1323976,-0.444,3.085,0.221,0.043,1.0,-0.44,0.73,3.08
CHEMBL1472307,-0.091,-0.527,3.185,0.338,1.0,-0.53,0.73,3.18
CHEMBL1490395,-0.583,0.517,3.036,-0.064,1.0,-0.58,0.73,3.04
CHEMBL152721,-0.532,3.015,0.796,-0.376,1.0,-0.53,0.73,3.02
CHEMBL1672605,2.034,3.084,-1.316,-0.896,1.0,-1.32,0.73,3.08
CHEMBL180814,-0.981,3.21,0.337,0.337,1.0,-0.98,0.73,3.21
CHEMBL1864786,-0.502,0.511,3.175,-0.279,1.0,-0.5,0.73,3.18
CHEMBL1916084,-1.683,0.268,3.212,1.108,1.0,-1.68,0.73,3.21
CHEMBL2322366,-0.327,3.035,-0.144,0.341,1.0,-0.33,0.73,3.04
CHEMBL2369880,3.556,-0.213,-0.261,-0.176,1.0,-0.26,0.73,3.56
CHEMBL311907,6.761,0.044,-1.514,-2.386,1.0,-2.39,0.73,6.76
CHEMBL3746466,-1.47,3.402,1.025,-0.054,1.0,-1.47,0.73,3.4
CHEMBL3823268,-1.309,-0.737,4.018,0.933,1.0,-1.31,0.73,4.02
CHEMBL385609,-0.457,0.223,3.172,-0.032,1.0,-0.46,0.73,3.17
CHEMBL3949976,3.102,1.406,0.189,-1.791,1.0,-1.79,0.73,3.1
CHEMBL4211513,4.884,2.501,-1.564,-2.915,1.0,-2.92,0.73,4.88
CHEMBL4472203,3.555,0.833,1.32,-2.804,1.0,-2.8,0.73,3.56
CHEMBL4574655,3.208,0.339,0.846,-1.488,1.0,-1.49,0.73,3.21
CHEMBL501734,6.556,-0.461,-0.652,-2.54,1.0,-2.54,0.73,6.56
CHEMBL523001,-0.03,3.154,0.694,-0.916,1.0,-0.92,0.73,3.15
CHEMBL590187,1.414,-0.828,-1.508,3.827,1.0,-1.51,0.73,3.83
CHEMBL70999,6.604,-0.498,-0.937,-2.265,1.0,-2.26,0.73,6.6
CHEMBL1321834,-0.363,1.178,3.047,-0.96,1.0,-0.96,0.72,3.05
CHEMBL136706,6.67,-0.343,-1.462,-1.964,1.0,-1.96,0.72,6.67
CHEMBL19227,3.304,0.193,-2.64,2.042,1.0,-2.64,0.72,3.3
CHEMBL2028933,3.992,-0.279,0.743,-1.555,1.0,-1.56,0.72,3.99
CHEMBL212348,-0.704,0.03,0.515,3.059,1.0,-0.7,0.72,3.06
CHEMBL2139902,-1.253,1.614,3.313,-0.773,1.0,-1.25,0.72,3.31
CHEMBL3121186,1.385,3.558,-1.762,-0.28,1.0,-1.76,0.72,3.56
CHEMBL3184943,-0.527,3.747,-0.25,-0.07,1.0,-0.53,0.72,3.75
CHEMBL3265326,3.243,0.292,1.101,-1.735,1.0,-1.74,0.72,3.24
CHEMBL3303799,-0.527,3.747,-0.25,-0.07,1.0,-0.53,0.72,3.75
CHEMBL3739636,-1.648,3.742,0.57,0.235,1.0,-1.65,0.72,3.74
CHEMBL386859,6.701,-0.254,-1.343,-2.205,1.0,-2.2,0.72,6.7
CHEMBL3940962,3.78,1.05,-0.219,-1.711,1.0,-1.71,0.72,3.78
CHEMBL4098075,5.503,-0.657,-0.165,-1.78,1.0,-1.78,0.72,5.5
CHEMBL4113519,1.015,4.0,-1.8,-0.316,1.0,-1.8,0.72,4.0
CHEMBL411645,-0.374,-0.178,3.377,0.075,1.0,-0.37,0.72,3.38
CHEMBL4246983,4.205,1.574,-1.128,-1.75,1.0,-1.75,0.72,4.2
CHEMBL4290410,4.51,0.919,-0.851,-1.679,1.0,-1.68,0.72,4.51
CHEMBL4299556,4.165,0.83,-0.241,-1.852,1.0,-1.85,0.72,4.16
CHEMBL435745,3.733,-0.641,1.61,-1.803,1.0,-1.8,0.72,3.73
CHEMBL443371,6.108,-0.161,-0.96,-2.088,1.0,-2.09,0.72,6.11
CHEMBL4476402,3.46,1.949,0.738,-3.248,1.0,-3.25,0.72,3.46
CHEMBL449568,7.216,-0.435,-1.049,-2.833,1.0,-2.83,0.72,7.22
CHEMBL107283,0.87,-1.216,0.008,3.234,1.0,-1.22,0.72,3.23
CHEMBL1084459,3.839,1.34,-0.083,-2.198,1.0,-2.2,0.72,3.84
CHEMBL1240780,3.803,2.621,-1.076,-2.453,1.0,-2.45,0.72,3.8
CHEMBL1308308,0.409,3.159,0.36,-1.031,1.0,-1.03,0.72,3.16
CHEMBL1766670,0.595,-1.034,3.726,-0.392,1.0,-1.03,0.72,3.73
CHEMBL1814116,-0.253,3.116,0.316,-0.281,1.0,-0.28,0.72,3.12
CHEMBL1939124,-1.303,3.353,0.748,0.097,1.0,-1.3,0.72,3.35
CHEMBL2369827,3.03,0.233,0.642,-1.01,1.0,-1.01,0.72,3.03
CHEMBL2370904,3.621,-0.025,0.785,-1.483,1.0,-1.48,0.72,3.62
CHEMBL2371432,3.621,-0.025,0.785,-1.483,1.0,-1.48,0.72,3.62
CHEMBL2372371,4.019,2.302,-0.02,-3.407,1.0,-3.41,0.72,4.02
CHEMBL2372372,4.019,2.302,-0.02,-3.407,1.0,-3.41,0.72,4.02
CHEMBL3233162,4.029,1.002,-0.689,-1.447,1.0,-1.45,0.72,4.03
CHEMBL3272499,1.682,-0.881,-0.966,3.059,1.0,-0.97,0.72,3.06
CHEMBL336841,-1.029,3.402,0.542,-0.017,1.0,-1.03,0.72,3.4
CHEMBL3458370,-0.793,0.044,0.46,3.186,1.0,-0.79,0.72,3.19
CHEMBL3464665,-1.235,3.295,0.179,0.657,1.0,-1.24,0.72,3.3
CHEMBL3814072,0.074,3.344,-0.685,0.163,1.0,-0.68,0.72,3.34
CHEMBL384721,3.03,0.233,0.642,-1.01,1.0,-1.01,0.72,3.03
CHEMBL386535,3.437,0.277,0.087,-0.905,1.0,-0.9,0.72,3.44
CHEMBL3892971,-0.943,3.124,1.114,-0.401,1.0,-0.94,0.72,3.12
CHEMBL389643,3.097,0.077,-0.892,0.616,1.0,-0.89,0.72,3.1
CHEMBL3929948,3.058,1.602,0.75,-2.515,1.0,-2.52,0.72,3.06
CHEMBL3942093,3.523,1.265,-0.035,-1.859,1.0,-1.86,0.72,3.52
CHEMBL396470,0.239,0.56,3.507,-1.409,1.0,-1.41,0.72,3.51
CHEMBL4081816,4.621,2.006,-1.311,-2.419,1.0,-2.42,0.72,4.62
CHEMBL4099229,-1.245,0.743,3.253,0.147,1.0,-1.25,0.72,3.25
CHEMBL4289336,3.455,0.265,-0.142,-0.681,1.0,-0.68,0.72,3.46
CHEMBL438686,6.925,-0.651,-0.56,-2.819,1.0,-2.82,0.72,6.92
CHEMBL4464240,3.124,0.372,1.135,-1.734,1.0,-1.73,0.72,3.12
CHEMBL4537211,0.824,0.455,3.002,-1.384,1.0,-1.38,0.72,3.0
CHEMBL4572376,-0.457,3.291,-0.865,0.925,1.0,-0.86,0.72,3.29
CHEMBL46044,-0.525,3.023,0.631,-0.231,1.0,-0.52,0.72,3.02
CHEMBL474783,3.106,-0.004,0.095,-0.3,1.0,-0.3,0.72,3.11
CHEMBL483575,-0.687,3.216,1.245,-0.879,1.0,-0.88,0.72,3.22
CHEMBL506645,3.106,1.731,0.977,-2.919,1.0,-2.92,0.72,3.11
CHEMBL119201,4.657,0.633,-0.223,-2.176,1.0,-2.18,0.72,4.66
CHEMBL1405445,0.11,-0.483,0.162,3.104,1.0,-0.48,0.72,3.1
CHEMBL1779108,1.727,3.302,-1.21,-0.926,1.0,-1.21,0.72,3.3
CHEMBL1905297,-1.717,3.083,2.28,-0.754,1.0,-1.72,0.72,3.08
CHEMBL208689,3.232,-0.615,1.125,-0.85,1.0,-0.85,0.72,3.23
CHEMBL209258,3.232,-0.615,1.125,-0.85,1.0,-0.85,0.72,3.23
CHEMBL209275,3.232,-0.615,1.125,-0.85,1.0,-0.85,0.72,3.23
CHEMBL217153,3.347,0.835,0.568,-1.857,1.0,-1.86,0.72,3.35
CHEMBL378000,3.232,-0.615,1.125,-0.85,1.0,-0.85,0.72,3.23
CHEMBL3926472,3.074,1.083,1.242,-2.508,1.0,-2.51,0.72,3.07
CHEMBL3939406,3.065,1.386,-1.134,-0.426,1.0,-1.13,0.72,3.06
CHEMBL405287,3.023,1.604,-0.446,-1.289,1.0,-1.29,0.72,3.02
CHEMBL4069353,3.48,1.075,-0.944,-0.717,1.0,-0.94,0.72,3.48
CHEMBL4283827,3.099,2.211,0.607,-3.025,1.0,-3.02,0.72,3.1
CHEMBL4287451,3.77,1.668,0.501,-3.046,1.0,-3.05,0.72,3.77
CHEMBL4290380,3.099,2.211,0.607,-3.025,1.0,-3.02,0.72,3.1
CHEMBL442473,3.232,-0.615,1.125,-0.85,1.0,-0.85,0.72,3.23
CHEMBL4526043,3.354,-0.225,-0.258,0.021,1.0,-0.26,0.72,3.35
CHEMBL4536802,4.317,-2.039,1.272,-0.657,1.0,-2.04,0.72,4.32
CHEMBL133362,3.107,-0.409,0.294,-0.103,1.0,-0.41,0.72,3.11
CHEMBL1339465,-0.152,-1.13,0.879,3.293,1.0,-1.13,0.72,3.29
CHEMBL1474479,0.282,-0.381,3.613,-0.626,1.0,-0.63,0.72,3.61
CHEMBL1574848,0.356,0.196,3.035,-0.699,1.0,-0.7,0.72,3.04
CHEMBL2028938,3.613,-0.228,0.948,-1.447,1.0,-1.45,0.72,3.61
CHEMBL2326674,3.064,0.362,-0.138,-0.399,1.0,-0.4,0.72,3.06
CHEMBL2372116,3.327,-0.208,0.506,-0.737,1.0,-0.74,0.72,3.33
CHEMBL2372370,4.077,2.309,-0.081,-3.418,1.0,-3.42,0.72,4.08
CHEMBL2374017,6.929,-0.222,-1.145,-2.676,1.0,-2.68,0.72,6.93
CHEMBL2382067,3.181,-1.535,-0.051,1.295,1.0,-1.54,0.72,3.18
CHEMBL2436260,-0.119,-0.381,3.124,0.263,1.0,-0.38,0.72,3.12
CHEMBL263499,6.898,-0.132,-1.076,-2.8,1.0,-2.8,0.72,6.9
CHEMBL3132975,3.6,0.973,1.244,-2.928,1.0,-2.93,0.72,3.6
CHEMBL3355027,-0.352,3.872,-0.055,-0.576,1.0,-0.58,0.72,3.87
CHEMBL3358533,3.416,0.23,2.059,-2.819,1.0,-2.82,0.72,3.42
CHEMBL3454717,0.487,-0.613,-0.607,3.623,1.0,-0.61,0.72,3.62
CHEMBL3601870,4.983,-0.573,-0.636,-0.885,1.0,-0.88,0.72,4.98
CHEMBL3612561,3.506,0.437,-1.408,0.352,1.0,-1.41,0.72,3.51
CHEMBL3634161,1.161,3.775,-1.643,-0.406,1.0,-1.64,0.72,3.78
CHEMBL3655008,-1.05,3.379,-0.002,0.561,1.0,-1.05,0.72,3.38
CHEMBL3917178,0.994,3.095,0.349,-1.548,1.0,-1.55,0.72,3.1
CHEMBL4100822,3.77,0.925,-0.318,-1.488,1.0,-1.49,0.72,3.77
CHEMBL410900,3.636,0.044,0.714,-1.508,1.0,-1.51,0.72,3.64
CHEMBL4251076,3.008,-0.378,-0.352,0.608,1.0,-0.38,0.72,3.01
CHEMBL4279409,-1.367,0.189,3.479,0.589,1.0,-1.37,0.72,3.48
CHEMBL4297441,6.898,-0.132,-1.076,-2.8,1.0,-2.8,0.72,6.9
CHEMBL437730,6.717,-0.51,-0.808,-2.512,1.0,-2.51,0.72,6.72
CHEMBL4546508,3.373,0.75,2.106,-3.339,1.0,-3.34,0.72,3.37
CHEMBL4564848,3.76,1.792,0.079,-2.742,1.0,-2.74,0.72,3.76
CHEMBL549678,6.371,0.176,-1.104,-2.556,1.0,-2.56,0.72,6.37
CHEMBL1096224,7.12,-1.054,-0.611,-2.572,1.0,-2.57,0.72,7.12
CHEMBL1256211,3.278,-2.355,1.808,0.155,1.0,-2.36,0.72,3.28
CHEMBL1319033,-1.284,0.766,3.514,-0.112,1.0,-1.28,0.72,3.51
CHEMBL1479301,7.293,-0.523,-0.947,-2.94,1.0,-2.94,0.72,7.29
CHEMBL1899909,0.026,-0.178,3.524,-0.487,1.0,-0.49,0.72,3.52
CHEMBL1934339,-1.128,3.283,0.79,-0.06,1.0,-1.13,0.72,3.28
CHEMBL201470,-1.979,1.581,3.487,-0.204,1.0,-1.98,0.72,3.49
CHEMBL2358844,-1.014,3.151,1.564,-0.817,1.0,-1.01,0.72,3.15
CHEMBL2393178,-1.351,0.529,3.268,0.437,1.0,-1.35,0.72,3.27
CHEMBL2420268,3.162,-0.155,-1.403,1.279,1.0,-1.4,0.72,3.16
CHEMBL265681,3.401,0.02,0.96,-1.498,1.0,-1.5,0.72,3.4
CHEMBL266911,3.355,-0.728,0.625,-0.367,1.0,-0.73,0.72,3.36
CHEMBL3215386,4.314,-0.021,-1.07,-0.339,1.0,-1.07,0.72,4.31
CHEMBL3298633,3.178,0.019,0.383,-0.697,1.0,-0.7,0.72,3.18
CHEMBL411624,3.401,0.02,0.96,-1.498,1.0,-1.5,0.72,3.4
CHEMBL413200,3.471,1.927,0.691,-3.205,1.0,-3.2,0.72,3.47
CHEMBL431093,7.12,-1.054,-0.611,-2.572,1.0,-2.57,0.72,7.12
CHEMBL439354,6.818,-0.433,-0.611,-2.889,1.0,-2.89,0.72,6.82
CHEMBL4436516,3.58,2.291,0.281,-3.267,1.0,-3.27,0.72,3.58
CHEMBL4463610,3.58,2.291,0.281,-3.267,1.0,-3.27,0.72,3.58
CHEMBL4474933,3.708,0.5,-0.5,-0.823,1.0,-0.82,0.72,3.71
CHEMBL448579,6.43,-0.666,-0.728,-2.15,1.0,-2.15,0.72,6.43
CHEMBL4548938,3.58,2.291,0.281,-3.267,1.0,-3.27,0.72,3.58
CHEMBL4592404,3.58,2.291,0.281,-3.267,1.0,-3.27,0.72,3.58
CHEMBL557433,3.302,-0.227,0.616,-0.805,1.0,-0.8,0.72,3.3
CHEMBL558009,3.302,-0.227,0.616,-0.805,1.0,-0.8,0.72,3.3
CHEMBL558299,-0.19,3.172,0.606,-0.704,1.0,-0.7,0.72,3.17
CHEMBL1299916,-1.835,3.504,0.277,0.935,1.0,-1.84,0.72,3.5
CHEMBL1621726,0.114,0.389,3.147,-0.771,1.0,-0.77,0.72,3.15
CHEMBL1627237,3.488,0.115,-1.667,0.942,1.0,-1.67,0.72,3.49
CHEMBL1672988,3.088,1.004,-0.162,-1.052,1.0,-1.05,0.72,3.09
CHEMBL1735745,-1.618,0.557,3.469,0.472,1.0,-1.62,0.72,3.47
CHEMBL2103923,3.051,1.654,1.074,-2.9,1.0,-2.9,0.72,3.05
CHEMBL210671,-0.372,3.688,-0.342,-0.095,1.0,-0.37,0.72,3.69
CHEMBL217647,3.56,0.908,-0.579,-1.011,1.0,-1.01,0.72,3.56
CHEMBL2203890,2.495,3.03,-1.565,-1.079,1.0,-1.56,0.72,3.03
CHEMBL266767,3.242,-0.681,0.998,-0.678,1.0,-0.68,0.72,3.24
CHEMBL290512,1.232,3.384,-1.325,-0.412,1.0,-1.32,0.72,3.38
CHEMBL3590107,-1.049,3.253,0.847,-0.171,1.0,-1.05,0.72,3.25
CHEMBL3644923,0.37,3.012,-1.275,0.773,1.0,-1.27,0.72,3.01
CHEMBL3645238,-1.049,3.253,0.847,-0.171,1.0,-1.05,0.72,3.25
CHEMBL3659929,0.023,3.237,-0.471,0.09,1.0,-0.47,0.72,3.24
CHEMBL3810012,3.103,0.274,0.074,-0.57,1.0,-0.57,0.72,3.1
CHEMBL3914034,-0.274,5.522,-1.712,-0.655,1.0,-1.71,0.72,5.52
CHEMBL414339,4.802,-0.063,0.091,-1.951,1.0,-1.95,0.72,4.8
CHEMBL4210747,7.43,-0.522,-1.702,-2.326,1.0,-2.33,0.72,7.43
CHEMBL4227094,0.624,3.053,0.478,-1.274,1.0,-1.27,0.72,3.05
CHEMBL42357,3.027,-0.413,-1.139,1.407,1.0,-1.14,0.72,3.03
CHEMBL4276942,3.685,1.915,0.283,-3.002,1.0,-3.0,0.72,3.68
CHEMBL436871,3.592,-0.189,0.683,-1.208,1.0,-1.21,0.72,3.59
CHEMBL501435,3.477,1.312,-1.039,-0.872,1.0,-1.04,0.72,3.48
CHEMBL525639,3.081,0.519,1.123,-1.845,1.0,-1.84,0.72,3.08
CHEMBL93052,4.337,0.763,0.48,-2.698,1.0,-2.7,0.72,4.34
CHEMBL1957050,3.269,1.17,0.563,-2.124,1.0,-2.12,0.72,3.27
CHEMBL216785,3.215,-0.342,0.258,-0.253,1.0,-0.34,0.72,3.22
CHEMBL2441563,3.984,0.018,-0.798,-0.326,1.0,-0.8,0.72,3.98
CHEMBL3248578,3.347,-0.084,0.935,-1.321,1.0,-1.32,0.72,3.35
CHEMBL339518,6.157,0.487,-1.004,-2.765,1.0,-2.76,0.72,6.16
CHEMBL3676376,3.249,0.433,0.235,-1.04,1.0,-1.04,0.72,3.25
CHEMBL3763937,3.244,0.351,-0.168,-0.551,1.0,-0.55,0.72,3.24
CHEMBL3822593,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3822726,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3822727,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3822745,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3822747,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3822778,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3822814,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3822834,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3822879,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3822888,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3822971,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3822981,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823053,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823082,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823106,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823156,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823175,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823217,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823333,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823370,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823545,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823576,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823589,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823635,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823643,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823662,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823722,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823760,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823835,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823876,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823878,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3823994,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3824159,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3824274,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL3824343,3.552,1.695,1.117,-3.488,1.0,-3.49,0.72,3.55
CHEMBL406777,3.333,0.79,0.072,-1.32,1.0,-1.32,0.72,3.33
CHEMBL4079416,3.663,-0.336,-0.889,0.44,1.0,-0.89,0.72,3.66
CHEMBL4207732,0.254,3.581,0.165,-1.125,1.0,-1.12,0.72,3.58
CHEMBL4211326,-0.255,3.258,-0.678,0.551,1.0,-0.68,0.72,3.26
CHEMBL4279984,-0.327,0.337,3.242,-0.377,1.0,-0.38,0.72,3.24
CHEMBL4452958,3.354,1.247,1.022,-2.748,1.0,-2.75,0.72,3.35
CHEMBL4457363,3.691,-1.511,1.011,-0.316,1.0,-1.51,0.72,3.69
CHEMBL4471001,3.354,1.247,1.022,-2.748,1.0,-2.75,0.72,3.35
CHEMBL4521462,3.015,-0.247,0.466,-0.357,1.0,-0.36,0.72,3.02
CHEMBL4566032,3.486,2.02,0.931,-3.56,1.0,-3.56,0.72,3.49
CHEMBL462553,-1.447,0.988,3.075,0.259,1.0,-1.45,0.72,3.08
CHEMBL506910,3.524,2.115,0.489,-3.252,1.0,-3.25,0.72,3.52
CHEMBL525407,3.35,0.277,1.409,-2.158,1.0,-2.16,0.72,3.35
CHEMBL563460,3.242,-0.146,0.631,-0.852,1.0,-0.85,0.72,3.24
CHEMBL1076987,3.531,1.084,0.788,-2.531,1.0,-2.53,0.72,3.53
CHEMBL1393061,-1.275,0.935,3.135,0.075,1.0,-1.27,0.72,3.14
CHEMBL215547,-0.712,0.681,3.686,-0.783,1.0,-0.78,0.72,3.69
CHEMBL2289764,-0.12,-0.35,3.162,0.18,1.0,-0.35,0.72,3.16
CHEMBL265791,6.947,-0.53,-1.284,-2.261,1.0,-2.26,0.72,6.95
CHEMBL284440,3.022,-0.933,0.95,-0.167,1.0,-0.93,0.72,3.02
CHEMBL3353320,3.37,-0.333,0.757,-0.922,1.0,-0.92,0.72,3.37
CHEMBL3577698,0.845,3.266,-0.197,-1.042,1.0,-1.04,0.72,3.27
CHEMBL3618368,3.144,1.343,-1.729,0.114,1.0,-1.73,0.72,3.14
CHEMBL3676375,3.242,0.433,0.235,-1.04,1.0,-1.04,0.72,3.24
CHEMBL3676377,3.242,0.433,0.235,-1.04,1.0,-1.04,0.72,3.24
CHEMBL384446,-0.843,3.144,0.504,0.066,1.0,-0.84,0.72,3.14
CHEMBL3895500,3.998,1.037,-0.68,-1.485,1.0,-1.48,0.72,4.0
CHEMBL3928963,3.237,1.127,-1.55,0.059,1.0,-1.55,0.72,3.24
CHEMBL3943475,-0.49,3.237,-0.193,0.317,1.0,-0.49,0.72,3.24
CHEMBL398005,5.893,1.448,-1.728,-2.74,1.0,-2.74,0.72,5.89
CHEMBL405160,3.624,0.211,0.32,-1.285,1.0,-1.28,0.72,3.62
CHEMBL4077162,3.524,0.682,0.569,-1.903,1.0,-1.9,0.72,3.52
CHEMBL410289,3.624,0.211,0.32,-1.285,1.0,-1.28,0.72,3.62
CHEMBL414261,7.102,-0.645,-0.37,-3.216,1.0,-3.22,0.72,7.1
CHEMBL4173563,3.008,0.471,0.841,-1.449,1.0,-1.45,0.72,3.01
CHEMBL4299428,4.165,0.553,-1.432,-0.413,1.0,-1.43,0.72,4.16
CHEMBL4299488,4.165,0.553,-1.432,-0.413,1.0,-1.43,0.72,4.16
CHEMBL4439441,3.229,1.51,1.47,-3.335,1.0,-3.34,0.72,3.23
CHEMBL447253,6.947,-0.53,-1.284,-2.261,1.0,-2.26,0.72,6.95
CHEMBL4538225,3.184,0.801,-0.188,-0.924,1.0,-0.92,0.72,3.18
CHEMBL4556680,3.108,0.937,0.433,-1.607,1.0,-1.61,0.72,3.11
CHEMBL4558436,3.293,1.066,1.379,-2.866,1.0,-2.87,0.72,3.29
CHEMBL4568647,3.184,0.801,-0.188,-0.924,1.0,-0.92,0.72,3.18
CHEMBL4583484,3.108,0.937,0.433,-1.607,1.0,-1.61,0.72,3.11
CHEMBL604094,3.237,1.127,-1.55,0.059,1.0,-1.55,0.72,3.24
CHEMBL1089665,3.024,-0.109,0.612,-0.659,1.0,-0.66,0.72,3.02
CHEMBL1179155,-1.017,1.496,3.357,-0.968,1.0,-1.02,0.72,3.36
CHEMBL1339238,-0.619,0.945,3.287,-0.746,1.0,-0.75,0.72,3.29
CHEMBL1705655,-1.73,3.028,2.295,-0.727,1.0,-1.73,0.72,3.03
CHEMBL291911,4.325,0.196,0.161,-1.813,1.0,-1.81,0.72,4.32
CHEMBL3261675,3.317,1.74,0.478,-2.668,1.0,-2.67,0.72,3.32
CHEMBL3687174,-0.0,3.109,0.612,-0.852,1.0,-0.85,0.72,3.11
CHEMBL39000,1.266,3.592,-1.41,-0.58,1.0,-1.41,0.72,3.59
CHEMBL3902778,3.528,1.018,-0.902,-0.777,1.0,-0.9,0.72,3.53
CHEMBL3939771,3.528,1.018,-0.902,-0.777,1.0,-0.9,0.72,3.53
CHEMBL3977829,3.559,0.094,-0.136,-0.648,1.0,-0.65,0.72,3.56
CHEMBL398438,6.912,-0.021,-1.071,-2.951,1.0,-2.95,0.72,6.91
CHEMBL40490,1.266,3.592,-1.41,-0.58,1.0,-1.41,0.72,3.59
CHEMBL4072029,3.432,1.961,0.574,-3.099,1.0,-3.1,0.72,3.43
CHEMBL4081357,3.463,2.507,-0.158,-2.944,1.0,-2.94,0.72,3.46
CHEMBL4210611,3.925,2.287,-1.37,-1.975,1.0,-1.98,0.72,3.92
CHEMBL4215041,3.925,2.287,-1.37,-1.975,1.0,-1.98,0.72,3.92
CHEMBL4217283,4.321,2.282,-2.275,-1.458,1.0,-2.28,0.72,4.32
CHEMBL428623,6.644,-0.436,-1.057,-2.284,1.0,-2.28,0.72,6.64
CHEMBL438246,-0.431,-0.936,1.095,3.139,1.0,-0.94,0.72,3.14
CHEMBL4454879,3.537,0.826,0.713,-2.208,1.0,-2.21,0.72,3.54
CHEMBL4556024,3.57,1.051,1.074,-2.826,1.0,-2.83,0.72,3.57
CHEMBL4557979,4.745,-0.469,-0.052,-1.357,1.0,-1.36,0.72,4.74
CHEMBL4558378,3.169,-0.11,1.842,-2.033,1.0,-2.03,0.72,3.17
CHEMBL52317,3.747,-0.855,0.705,-0.728,1.0,-0.86,0.72,3.75
CHEMBL525945,3.351,0.45,1.486,-2.42,1.0,-2.42,0.72,3.35
CHEMBL62549,-1.017,1.496,3.357,-0.968,1.0,-1.02,0.72,3.36
CHEMBL1078129,3.629,2.02,0.603,-3.387,1.0,-3.39,0.72,3.63
CHEMBL1478565,-0.088,-0.548,-0.113,3.612,1.0,-0.55,0.72,3.61
CHEMBL1672543,-0.46,4.416,-1.27,0.177,1.0,-1.27,0.72,4.42
CHEMBL168572,-1.183,0.168,0.774,3.106,1.0,-1.18,0.72,3.11
CHEMBL1700393,3.028,0.808,-0.811,-0.16,1.0,-0.81,0.72,3.03
CHEMBL1713527,-1.73,3.028,2.294,-0.727,1.0,-1.73,0.72,3.03
CHEMBL1800546,3.454,1.831,0.532,-2.953,1.0,-2.95,0.72,3.45
CHEMBL1989964,3.514,0.301,0.929,-1.882,1.0,-1.88,0.72,3.51
CHEMBL2013211,3.805,0.447,-0.846,-0.544,1.0,-0.85,0.72,3.8
CHEMBL2112883,3.45,0.402,0.259,-1.248,1.0,-1.25,0.72,3.45
CHEMBL246719,6.629,0.284,-1.305,-2.745,1.0,-2.74,0.72,6.63
